id,reference_path,search_path,gt_x,gt_y,gt_box_x,gt_box_y,gt_box_w,gt_box_h,architecture,rotation_deg,is_rgb,randomized_acquisition,beam_spot_size_nm,collapse_threshold_nm,dose_reference,dose_search,shear_amplitude_px,drift_jitter_px,astigmatism_ratio,vignette_strength,gamma,barrel_distortion_k,charging_streak_prob,charging_streak_intensity,speckle_sigma,salt_pepper_prob,linewidth_bias_nm,corner_rounding_px,mat_size_nm,strip_width_nm,boundary_bias,seed,tier
60,./dataset_curated/high_noise/reference/00060.png,./dataset_curated/high_noise/search/00060.png,874.1663080654646,445.0837560962323,824.9,400.4,100,100,finfet_28nm,0.8121768299134797,False,True,5.0,10.0,2000.0,113.32202975030155,4.05131346905972,1.4506132897832629,1.1766846978225338,0.0342596940164323,0.7657469483269446,-0.004585797459016,0.2726183714753988,0.8870515676157015,0.2217142588392119,0.0058490243314535,0.0,0.0,2600.0,320.0,0.35,12345,high_noise
179,./dataset_curated/high_noise/reference/00179.png,./dataset_curated/high_noise/search/00179.png,576.8006952797567,591.8076514123622,525.6,542.8,100,100,finfet_45nm,0.7412820740161346,False,True,5.0,10.0,2000.0,190.7256458702009,0.3784138508974908,0.4459511522008033,0.9384094331543682,0.1575128853581976,0.8310541578602451,-0.0305926760292125,2.580230052547966,0.3533769776072419,0.2494517896631089,0.0041656616991609,0.0,0.0,2600.0,320.0,0.35,12345,high_noise
188,./dataset_curated/high_noise/reference/00188.png,./dataset_curated/high_noise/search/00188.png,581.7740833792718,282.14152833602134,525.3,229.8,100,100,finfet_10nm,-1.697303912436109,False,True,5.0,10.0,2000.0,595.8308411260407,1.5656913104255683,1.6698781505897904,0.9261284385849138,0.255131933770048,1.2792765478565389,0.0004316619370473,3.4284975705237763,1.070247712159025,0.1196027863131608,0.0112630872149619,0.0,0.0,2600.0,320.0,0.35,12345,high_noise
145,./dataset_curated/high_noise/reference/00145.png,./dataset_curated/high_noise/search/00145.png,864.1968949457894,239.5827346694724,808.0,181.1,100,100,finfet_22nm,-1.3440395312880122,False,True,5.0,10.0,2000.0,831.9977217283375,3.224279546401752,1.1277936863987903,1.2089288799573128,0.2873749583948688,1.1089032625261264,-0.0017071677037877,3.248482856049854,1.2826897104387025,0.2218181118713622,0.0078392655261437,0.0,0.0,2600.0,320.0,0.35,12345,high_noise
70,./dataset_curated/high_noise/reference/00070.png,./dataset_curated/high_noise/search/00070.png,570.2711748473691,266.2009412562427,514.4,214.5,100,100,finfet_22nm,-1.4365859161561252,False,True,5.0,10.0,2000.0,225.2745033919448,2.292392127388758,0.4662129167923849,0.8616886981636466,0.0027701285228328,0.9314852483411212,0.0107320384546801,2.721751770423915,2.1706123938537063,0.2704043649312088,0.0011820693988382,0.0,0.0,2600.0,320.0,0.35,12345,high_noise
136,./dataset_curated/high_noise/reference/00136.png,./dataset_curated/high_noise/search/00136.png,568.0323331358604,592.2881421031558,520.9,540.1,100,100,finfet_28nm,-1.7917387292273128,False,True,5.0,10.0,2000.0,247.2423850352288,1.8509817940676367,0.4177252932390031,0.9961601551690352,0.0723225881223777,1.126927288991665,0.0291107347909942,2.298922310893115,0.8962390527479651,0.1840233588880195,0.0050011368821901,0.0,0.0,2600.0,320.0,0.35,12345,high_noise
166,./dataset_curated/high_noise/reference/00166.png,./dataset_curated/high_noise/search/00166.png,254.2548359699498,442.1888359926813,205.5,387.1,100,100,finfet_7nm,1.191869975501933,False,True,5.0,10.0,2000.0,357.6084712132562,2.4373468422586178,1.1172456614783013,1.067587928731049,0.0713535921879886,1.0429253591942809,0.0324724258052382,2.804847227959933,0.2760015396884383,0.1647656054197014,0.0079460551249808,0.0,0.0,2600.0,320.0,0.35,12345,high_noise
155,./dataset_curated/high_noise/reference/00155.png,./dataset_curated/high_noise/search/00155.png,407.1628996886214,853.8021167112701,347.7,801.2,100,100,finfet_45nm,1.5358360443715564,False,True,5.0,10.0,2000.0,454.0214326314476,0.874653076346398,0.4402040871404666,0.868886576532462,0.0062629438844677,1.0318643554556133,-0.0081040405881053,1.922133964406796,0.5177163051162412,0.2948953951630469,0.0040616477437293,0.0,0.0,2600.0,320.0,0.35,12345,high_noise
75,./dataset_curated/high_noise/reference/00075.png,./dataset_curated/high_noise/search/00075.png,321.47553852492854,332.5005056399547,276.8,277.0,100,100,finfet_14nm,1.7970227782858834,False,True,5.0,10.0,2000.0,206.42081212339207,2.6833464755488605,0.4652858620976524,1.281442074164383,0.1102037254027971,1.2065119019132218,0.0345921215515929,2.5923858609561883,0.3548306451273694,0.2734925347858129,0.0110892513584297,0.0,0.0,2600.0,320.0,0.35,12345,high_noise
131,./dataset_curated/high_noise/reference/00131.png,./dataset_curated/high_noise/search/00131.png,844.4710655706358,707.4153046773134,792.9,660.0,100,100,finfet_45nm,0.4302663048172879,False,True,5.0,10.0,2000.0,459.51016306391085,2.2973731346190585,0.7577172139099847,1.289811294071462,0.2094466896560198,1.1792347339155262,-0.0018446855849555,2.9121840824420167,1.9813997418317129,0.2785192071344385,0.0011967639887195,0.0,0.0,2600.0,320.0,0.35,12345,high_noise
